season,weather,temp,humidity,windspeed,casual,count,day,month,year,weekday,am_or_pm,holidays,lag1,lag2,lag3,rolling_3,rolling_6,is_peak,weekend_bad_weather
4,4,30.392762798648825,131.23544211403905,17.418541618830126,3,227.99477472412704,3,5,2011,1,1,0,193.89388770675856,345.7311954821854,237.92382164674632,255.87328597102385,276.33887696637845,0,1
2,4,46.21493999231672,142.44767631737068,30.743632704776807,48,203.84440048187923,3,5,2011,1,1,0,227.99477472412704,193.89388770675856,345.7311954821854,208.5776876375885,254.24035824286128,0,1
2,3,29.7547663607599,173.55062525139624,18.397243768445428,26,393.8271099898959,4,5,2011,1,0,0,157.3060546709283,203.84440048187923,227.99477472412704,251.65918838090136,253.7662371759624,0,0
2,2,40.07266861611583,105.42502456163416,12.076775321372606,0,278.473831878635,4,5,2011,1,0,0,393.8271099898959,157.3060546709283,203.84440048187923,276.5356655131533,242.5566765753707,0,0
2,4,16.852051582902316,162.02391003397486,16.784353939614455,31,321.45638886975564,4,5,2011,1,0,0,278.473831878635,393.8271099898959,157.3060546709283,331.2524435794291,263.8170934358702,0,1
3,1,29.968005752951584,151.13041693926442,19.11864926159676,19,232.7940776512344,4,5,2011,1,0,0,224.4033678158389,192.9567930711779,365.96501347296,216.71807951275065,269.34157879326693,0,0
1,4,16.623390389323475,101.36351672775513,16.476130612850312,16,323.47219611697125,4,5,2011,1,0,0,232.7940776512344,224.4033678158389,192.9567930711779,260.2232138613484,276.841306166323,1,1
1,4,27.377211977086773,117.07035254200348,4.62557331676868,44,309.8860568894973,4,5,2011,1,0,0,237.9010047189395,323.47219611697125,232.7940776512344,290.4197525751362,253.56891604394323,1,1
2,1,21.5381538216009,136.20956277771597,28.56148638231974,12,278.2390751225762,4,5,2011,1,1,0,268.9732502187406,206.8884544013841,309.8860568894973,251.36692658090053,270.89333957801813,0,0
1,1,45.15537863627804,184.853276290894,14.558645638353555,36,386.53796896934506,4,5,2011,1,1,0,299.6861267611029,278.2390751225762,268.9732502187406,321.48772361767493,291.70182206044103,0,0
3,4,19.82752991547584,121.96971435087008,4.978931091014125,42,357.8710302644639,4,5,2011,1,1,0,231.4512262691921,386.53796896934506,299.6861267611029,325.2867418343339,303.7931129342368,0,1
1,1,41.51803019435958,120.23717258718762,22.50787365339695,27,302.9710431758284,4,5,2011,1,1,0,357.8710302644639,231.4512262691921,386.53796896934506,297.43109990316174,309.4594117604181,1,0
3,4,27.88880249620715,155.5094811307465,28.402824016788035,17,186.43458928091343,4,5,2011,1,1,0,194.43527426407368,318.1501551272038,302.9710431758284,233.00667289073056,265.2188863969459,1,1
3,2,31.119150343113752,148.70720370476624,15.384166073320117,19,241.27215632420152,4,5,2011,1,1,0,186.43458928091343,194.43527426407368,318.1501551272038,207.38067328972977,266.8557080727808,0,0
3,2,24.01442757844101,168.41604596185542,16.47274668010573,35,254.348926909702,4,5,2011,1,1,0,352.49755469202114,241.27215632420152,186.43458928091343,282.7062126419751,257.8564427663526,0,0
4,1,26.589489232233152,146.74580327076688,16.632646317912727,18,223.80759041237508,5,5,2011,1,0,0,254.348926909702,352.49755469202114,241.27215632420152,276.8846906713663,242.1326819805478,0,0
1,4,37.68733650852745,150.02237479568564,12.941772377535994,33,242.106448014356,5,5,2011,1,0,0,252.0475532579748,223.80759041237508,254.348926909702,239.32053056156883,261.0133716017717,0,1
1,3,39.37670660628849,133.77845081744908,21.218262290850983,27,381.9922122104804,5,5,2011,1,0,0,234.99234711609543,242.106448014356,252.0475532579748,286.36366911364416,264.8825129868306,0,0
4,4,25.142512847577606,115.18798455005388,28.85742782176512,35,289.0070834494703,5,5,2011,1,0,0,381.9922122104804,234.99234711609543,242.106448014356,301.9972142586823,270.6588724101253,0,1
3,1,24.68128199159296,118.94230153555964,22.507462749585635,0,255.31236991453915,5,5,2011,1,1,0,346.38926976530274,173.255804885145,225.2630565463417,258.3191481883292,272.35751620113774,0,0
2,2,33.39270036929753,110.51043929833678,7.580779968927048,30,347.6220972275655,5,5,2011,1,1,0,359.2478434032827,255.31236991453915,346.38926976530274,320.7274368484627,284.51507362369614,0,0
2,2,26.463255370395952,132.83000707500634,19.863255902718382,1,295.083749649883,5,5,2011,1,1,0,347.6220972275655,359.2478434032827,255.31236991453915,333.98456342691065,296.1518558076197,0,0
2,2,35.19219563132622,158.26332537954056,25.54455027597177,35,250.0272758326941,5,5,2011,1,1,0,295.083749649883,347.6220972275655,359.2478434032827,297.5777075700478,308.9471009655445,0,0
2,1,42.98280385673013,166.71919843519277,30.16294478033374,34,249.0169413781873,5,5,2011,1,1,0,250.0272758326941,295.083749649883,347.6220972275655,264.7093222869217,292.71837956769195,1,0
2,2,27.542481473187536,108.46577043527238,28.568120407433828,26,335.5165059197065,5,5,2011,1,1,0,249.0169413781873,250.0272758326941,295.083749649883,278.18690771019624,306.0857355685532,1,0
2,1,23.15102470981556,130.44018233050446,24.409401801880776,7,216.5030581988316,5,5,2011,1,1,0,305.0735913059007,257.99608521082166,356.0308398098051,259.8575782385182,286.6895036372088,0,0
4,4,42.13123392354233,93.47352603942274,30.52376873998609,28,238.5618322810934,5,5,2011,1,1,0,216.5030581988316,305.0735913059007,257.99608521082166,253.3794939286088,284.9469854543598,0,1
4,4,31.15521376205152,145.13562318617238,4.372092782591162,7,135.17928687015262,6,5,2011,1,0,0,238.5618322810934,216.5030581988316,305.0735913059007,196.7480591166928,251.5574489461009,0,1
4,1,39.13341502990181,153.15424115580788,19.865295040727787,26,250.8541914944592,6,5,2011,1,0,0,366.5434972048355,351.41181408266334,135.17928687015262,322.9365009273196,259.842280022006,0,0
1,1,38.91020966698385,161.71164500302615,17.302460124502993,25,139.07523940809307,6,5,2011,1,0,0,250.8541914944592,366.5434972048355,351.41181408266334,252.1576427024628,246.93764355688288,0,0
1,4,37.39520069470876,141.25475838097083,31.846936280511457,38,219.3733350607276,6,5,2011,1,0,0,139.07523940809307,250.8541914944592,366.5434972048355,203.1009219877602,243.73956068682185,0,1
2,2,24.60729353934639,153.25550752513442,7.709344467585031,9,299.42327071356283,6,5,2011,1,0,0,219.3733350607276,139.07523940809307,250.8541914944592,219.29061506079472,271.1135579940569,0,0
1,2,39.69966682316149,142.24747069807455,31.07666446714715,29,187.01065446760816,6,5,2011,1,0,0,299.42327071356283,219.3733350607276,139.07523940809307,235.26908674729972,243.71336472488107,1,0
4,1,33.61870746257927,152.29129478059434,19.54183508761556,32,147.7605859689079,6,5,2011,1,0,0,187.01065446760816,299.42327071356283,219.3733350607276,211.39817038335983,207.2495461855598,1,0
1,2,34.82012331849242,150.16709056400572,23.29395832086832,35,195.7521513599505,6,5,2011,1,0,0,147.7605859689079,187.01065446760816,299.42327071356283,176.8411305988224,198.06587282980837,1,0
1,4,41.17516757144566,121.17862082486263,26.6046925261588,22,219.1390248575519,6,5,2011,1,1,0,315.59622483270994,344.71622166286943,195.7521513599505,293.15049045104394,234.99581052493295,0,1
3,3,34.330321290836494,108.56518302062022,19.29784500688548,36,219.15880612935948,6,5,2011,1,1,0,269.90780398884294,381.2964851305971,263.90825099166864,290.12103174960004,272.66699783946666,1,0
2,3,44.91219924843819,157.4291264755574,3.8816153870246,23,258.7974971818197,6,5,2011,1,1,0,333.4684558334807,213.79447707521084,219.15880612935948,268.6868100301706,279.4039208898851,1,0
2,1,15.01436087986064,135.02704528292963,12.67255459908901,42,261.8351078491284,6,5,2011,1,1,0,258.7974971818197,333.4684558334807,213.79447707521084,284.7003536214765,259.4936913429737,0,0
4,4,24.076490936321488,139.45881071758828,31.42914765206455,14,269.2664866248606,6,5,2011,1,1,0,218.3335159741777,261.8351078491284,258.7974971818197,249.81170348272244,259.2492567564463,0,1
3,4,36.56820407779124,166.42587149756972,21.20767238723012,45,305.0735064381041,7,5,2011,0,0,0,269.2664866248606,218.3335159741777,261.8351078491284,264.22450301238104,274.46242831692854,0,0
1,3,42.38309926180932,158.88948312377084,23.07267347918481,7,219.0034294753347,7,5,2011,0,0,0,326.41952228443813,347.2706121073337,305.0735064381041,297.5645212890357,280.8945121507081,0,0
3,1,28.03403331931033,140.62284741207114,27.660290424356084,36,308.0534634179597,7,5,2011,0,0,0,219.0034294753347,326.41952228443813,347.2706121073337,284.4921383925777,295.8478367246718,0,0
3,1,37.31151033566965,172.29940248259396,6.4958558725259365,36,257.18038853297685,7,5,2011,0,0,0,308.0534634179597,219.0034294753347,326.41952228443813,261.41242714209056,293.8334870426912,0,0
4,2,35.61408486241957,171.63853879591971,22.53455456007628,4,171.09521383230376,7,5,2011,0,0,0,195.3513353468216,257.18038853297685,308.0534634179597,207.87564590403423,246.18389214830577,1,0
3,3,43.506570881141535,153.24334090364016,24.173757217043523,8,183.87847427238177,7,5,2011,0,0,0,171.09521383230376,195.3513353468216,257.18038853297685,183.44167448383587,222.42705081296307,1,0
1,1,21.540309348309904,127.77956134192088,26.51360386416188,43,333.90014103879867,7,5,2011,0,1,0,132.914852067963,350.61258278428204,197.155846553428,272.4758586303481,228.25951842485952,0,0
4,2,19.475290671796333,179.43640396265013,4.726624173039633,43,328.54371612857244,7,5,2011,0,1,0,333.90014103879867,132.914852067963,350.61258278428204,265.1195697451116,254.50093547423765,0,0
1,3,38.60602834465831,176.86667761215756,10.41063378313968,37,259.8394271123225,7,5,2011,0,1,0,230.12825153735943,194.5653794950452,333.25968654843075,228.17768604824252,260.46334147140203,1,0
2,2,26.996178638926708,148.307086725254,31.008193582734894,49,316.45484648006453,7,5,2011,0,1,0,376.0528137751743,259.8394271123225,230.12825153735943,317.4490291225206,285.05006749139943,1,0
3,3,37.55600567576431,112.35440973397424,14.58311966660252,44,235.80913937647125,7,5,2011,0,1,0,316.45484648006453,376.0528137751743,259.8394271123225,309.4389332105702,268.8083096294062,0,0
2,2,19.252962264127,133.74849783870326,4.298482201850405,37,334.46684937639736,7,5,2011,0,1,0,235.80913937647125,316.45484648006453,376.0528137751743,295.5769450776445,292.1252212762982,0,0
1,1,34.16363598281057,128.79716026581067,16.022308952869658,2,233.9250888893009,8,5,2011,0,0,0,238.41634104620243,334.46684937639736,235.80913937647125,268.93609310396704,289.1875131572685,0,0
4,1,22.716066045158588,105.6917563990356,16.731526308361317,42,354.96933630460296,8,5,2011,0,0,0,233.9250888893009,238.41634104620243,334.46684937639736,275.77025541336894,285.6736002455066,0,0
1,3,36.300512538856026,119.68534866812077,14.917006382725686,31,156.41797724421588,8,5,2011,0,0,0,321.618081659315,354.96933630460296,233.9250888893009,277.6684650693781,273.30227908667246,0,0
4,3,27.12120341699027,158.3565188559612,11.51517616030715,35,278.4148406666178,8,5,2011,0,0,0,156.41797724421588,321.618081659315,354.96933630460296,252.1502998567164,263.9602776350425,0,0
2,3,39.09969676008163,126.21553450500896,11.509361985915556,41,350.23538747087906,8,5,2011,0,0,0,278.4148406666178,156.41797724421588,321.618081659315,261.6894017939044,282.59678537248857,0,0
3,2,16.502799599133347,164.07256204731812,11.504549792069966,18,292.1992012633543,8,5,2011,0,0,0,273.3832499298602,383.7423616499984,350.23538747087906,316.4416042810711,289.06550303748764,1,0
4,4,21.55156113280096,137.43282767436253,15.025716813265872,30,407.05844034157815,8,5,2011,0,0,0,292.1992012633543,273.3832499298602,383.7423616499984,324.2136305115977,330.83891355371463,1,0
4,2,41.54919166061955,144.47672059553662,17.61803965603088,46,350.0223910267414,8,5,2011,0,0,0,343.56377115303746,407.05844034157815,292.1992012633543,366.8815341737858,341.6615692274283,0,0
4,2,30.59040987262173,169.17135156818233,14.228799807507098,12,170.49801123212652,8,5,2011,0,1,0,401.3206447280761,151.5269739763749,350.0223910267414,241.11520997885933,303.9983720763224,0,0
2,3,41.70598030360853,148.88533157804662,20.129355344426312,8,307.6505576814569,8,5,2011,0,1,0,337.35832419215285,170.49801123212652,401.3206447280761,271.8356310352456,286.39615047282143,0,0
4,1,44.15088461879527,118.6843823126851,12.719405159024394,26,285.275997479518,8,5,2011,0,1,0,349.16159971733293,220.88307899918544,214.92840161355423,285.1068920653456,285.8763266138667,1,0
2,4,37.4046525955064,120.03353973431452,24.0231479306059,40,258.7037144823918,8,5,2011,0,1,0,285.275997479518,349.16159971733293,220.88307899918544,297.71377055974773,272.7672249955732,0,0
1,2,14.64939352807204,161.81782916514058,5.772247165770438,30,363.7778987057776,8,5,2011,0,1,0,258.7037144823918,285.275997479518,349.16159971733293,302.5858702225626,282.12178183296004,0,0
3,1,16.945975354282204,122.27540470698057,21.363682524666185,45,309.1176723432834,9,5,2011,1,0,0,332.6057351703598,231.7215000736264,239.14601858376292,291.14830252909,297.160088240413,0,0
3,1,35.97047734318683,170.61352948566037,26.18763228506128,38,236.71447978555616,9,5,2011,1,0,0,236.09799207948075,309.1176723432834,332.6057351703598,260.6433814027736,264.2338996726782,1,0
3,2,46.10741270267996,145.83882279832866,7.93504397822438,40,222.7107165321584,9,5,2011,1,0,0,236.71447978555616,236.09799207948075,309.1176723432834,231.8410627990653,261.49468266407746,1,0
4,2,33.71982980936009,120.99639191388243,31.859534799132845,34,172.21250372768617,9,5,2011,1,0,0,336.3057435397613,222.7107165321584,236.71447978555616,243.74298793320213,252.1931846679877,0,0
2,3,37.62599278350168,139.0677963533585,5.197248948320358,5,206.4319780387181,9,5,2011,1,1,0,375.9035602733953,346.50115641081044,149.4980340242322,309.61223157430817,264.47549600243394,0,0
4,4,20.92271182825647,139.2425552681271,29.31021151066431,36,246.04469581226687,9,5,2011,1,1,0,290.60888679292486,334.69252257674225,206.4319780387181,290.4487017273115,300.0304666508097,1,1
4,4,29.128359720862388,149.92538681603077,12.514877565843385,31,365.8116116964489,9,5,2011,1,1,0,246.04469581226687,290.60888679292486,334.69252257674225,300.8217314338804,303.2488758650827,1,1
2,2,26.26252172220877,160.38458356905656,18.923944198913667,3,349.2846838739913,9,5,2011,1,1,0,365.8116116964489,246.04469581226687,290.60888679292486,320.38033046090254,298.8123964651821,1,0
2,1,21.619865225764222,123.93952970538028,24.10156346518862,2,151.23647922661831,9,5,2011,1,1,0,390.7739352570538,349.2846838739913,365.8116116964489,297.09836611922134,298.96004877655065,0,0
4,3,24.61039241985244,118.71411418344002,21.200739413156985,18,309.0384509557492,10,5,2011,1,0,0,371.0043877419471,240.4067171367568,151.23647922661831,306.8165186114846,301.95744236535273,0,0
3,2,13.638176143781184,107.00756100506452,29.2533081894177,41,214.91454987434696,10,5,2011,1,0,0,195.5809187999649,195.63714167791383,346.80249686376203,202.0442034507421,272.162990985614,0,0
1,2,24.991819012088648,128.8512394942257,22.85009303556402,27,254.0197007476492,10,5,2011,1,0,0,214.91454987434696,195.5809187999649,195.63714167791383,221.5050564739872,252.66554315323103,0,0
2,4,19.97941188625161,122.34754678225433,25.43283531834557,43,255.1606106578729,10,5,2011,1,0,0,186.1478330275478,254.0197007476492,214.91454987434696,231.77604814435685,216.91012579754928,1,1
2,1,17.848107902601182,147.22978940981875,9.802310183990503,1,254.8107475167272,10,5,2011,1,0,0,261.79667268797203,348.8374264970164,255.1606106578729,288.48161556723875,260.1288318557976,0,0
2,2,23.740929283561968,118.12313240443244,21.23954359879521,32,260.42995282793925,10,5,2011,1,1,0,380.7013870222469,374.5454659749792,254.8107475167272,338.5589352750553,313.52027542114683,0,0
1,1,39.89571143399351,111.70113266819769,7.709045738616092,6,317.17451952767294,10,5,2011,1,1,0,260.42995282793925,380.7013870222469,374.5454659749792,319.4352864592866,308.2431242595896,0,0
2,3,17.72207273714265,116.50114105757392,16.480583253109526,20,300.81397675715453,10,5,2011,1,1,0,317.24292693437974,286.8680177054696,257.53373786301626,301.64164046566816,290.0105219359387,1,0
1,1,17.925763417588122,98.8542750058484,8.082864290345901,22,277.3372251934246,10,5,2011,1,1,0,300.81397675715453,317.24292693437974,286.8680177054696,298.46470962831984,292.82840066351963,1,0
2,3,27.83862530349073,150.6371794310789,15.71565628801988,13,345.6577909691156,10,5,2011,1,1,0,171.15283869505498,277.3372251934246,300.81397675715453,264.7159516191986,283.1787960424332,0,0
4,1,45.53840165239967,148.83794661406674,8.53591214637543,48,180.20988207942443,10,5,2011,1,1,0,248.4289460920655,345.6577909691156,171.15283869505498,258.09887304686873,253.93344329770665,0,0
3,4,43.466247980495815,140.80648596328186,30.957346555268646,12,279.90522359532605,11,5,2011,1,0,0,203.0765854452385,218.68648175002664,365.7912793832943,233.88943026353056,249.3497330575626,0,1
4,3,43.55895324182828,153.49534731585908,6.633841262985657,10,199.11688542561168,11,5,2011,1,0,0,341.22732267870845,279.90522359532605,203.0765854452385,273.41647723321563,267.96729637970094,0,0
4,3,40.5435788188648,96.663577337112,6.823251857619832,2,322.9064125440341,11,5,2011,1,0,0,209.06639096020763,199.11688542561168,341.22732267870845,243.696562976618,259.2164701081877,1,0
4,3,20.16130214676925,156.92411569928495,31.46456176827916,1,336.07135183182845,11,5,2011,1,0,0,334.2379733025522,322.9064125440341,209.06639096020763,331.07191255947174,290.4377227904904,1,0
4,4,42.87447240041834,110.33425858883436,31.997778453322702,29,269.66283819394704,11,5,2011,1,0,0,336.07135183182845,334.2379733025522,322.9064125440341,313.3240544427761,278.51030870969686,0,1
3,2,15.226448452201977,111.60862131241414,10.701780997104423,1,409.9861166310285,11,5,2011,1,0,0,269.66283819394704,336.07135183182845,334.2379733025522,338.5734355522682,313.6551805772663,0,0
2,4,40.21783292935301,168.48913032200846,28.428614756995422,38,260.9272432731468,11,5,2011,1,1,0,409.9861166310285,269.66283819394704,336.07135183182845,313.525399366041,322.2986559627562,0,1
1,1,22.188754546464693,160.02005524208414,22.132264900194663,28,258.8469350974749,11,5,2011,1,1,0,260.9272432731468,409.9861166310285,269.66283819394704,309.9200983338836,311.6220763883297,0,0
2,3,39.38016867310056,177.24723762675447,18.323363818305943,21,218.71633662607545,11,5,2011,1,1,0,258.8469350974749,260.9272432731468,409.9861166310285,246.16350499889927,292.36847027558355,0,0
4,2,27.13788587058141,133.7245443052919,7.681794306224891,41,248.3521045375354,11,5,2011,1,1,0,350.9533969517604,218.71633662607545,258.8469350974749,272.67394603845725,291.2970221861703,0,0
1,3,16.489484301022742,146.07145975850756,10.152318651942023,26,240.60885119562732,11,5,2011,1,1,0,291.7108864934118,249.3055802795208,288.03366637153385,260.5417726561869,270.62501661201986,0,0
1,1,20.61518632238259,127.4561142664847,7.297227982854925,41,301.59802472646163,12,5,2011,1,0,0,392.3343487020877,340.0624191948272,171.67667291149746,344.66493087445906,289.66520053731887,0,0
3,4,31.706797342316747,175.23523153085347,8.735797659882149,29,204.35730532918063,12,5,2011,1,0,0,301.59802472646163,392.3343487020877,340.0624191948272,299.4298929192436,275.1062703432803,0,1
1,3,25.039273833997484,114.20911298535556,15.4431770843862,45,143.25074153061675,12,5,2011,1,0,0,356.0038835429941,204.35730532918063,301.59802472646163,234.5373101342641,289.60112050436135,0,0
4,4,24.598495446271937,105.13444843865594,14.432040061098858,31,357.2553840429249,12,5,2011,1,0,0,361.33015747435815,143.25074153061675,356.0038835429941,287.27876101596684,287.2992494410894,1,1
1,1,17.991405648072583,145.74243399639178,9.739791461703252,22,336.746297727442,12,5,2011,1,0,0,357.2553840429249,361.33015747435815,143.25074153061675,351.77727974824194,293.1572949412528,1,0
3,2,13.392536766987316,119.48733854520736,31.06378722532407,35,228.0261493588265,12,5,2011,1,0,0,336.746297727442,357.2553840429249,361.33015747435815,307.34261037639806,297.10210227952706,0,0
4,3,23.031172373703548,144.22601020259867,17.016872993881368,10,308.99426676515,12,5,2011,1,1,0,360.2743571193747,420.17144967461707,222.75230759148496,363.1466911863809,312.82747137281586,0,0
2,1,15.807997733189218,118.7932525942828,23.99068329152717,37,339.0221830864848,12,5,2011,1,1,0,308.8612902449462,308.99426676515,360.2743571193747,318.95924669886057,326.679309080343,0,0
2,4,41.09992477881802,116.57998364628054,28.08345098924917,31,262.066422520936,12,5,2011,1,1,0,193.96446289747004,339.0221830864848,308.8612902449462,265.0176895016305,295.53049710572697,1,1
1,3,13.867450268412297,159.86771825029635,18.58413651362116,26,238.2424322526713,12,5,2011,1,1,0,262.066422520936,193.96446289747004,339.0221830864848,231.4244392236927,275.1918429612764,1,0
1,1,31.966468053510937,158.45694685381793,18.103199193013268,37,326.6106489870358,12,5,2011,1,1,0,238.2424322526713,262.066422520936,193.96446289747004,275.63983458688125,278.127906664924,1,0
1,3,22.7000749359532,164.49751060441403,31.72793333088557,0,201.2166614458851,12,5,2011,1,1,0,326.6106489870358,238.2424322526713,262.066422520936,255.35658089519765,260.18713519841384,0,0
2,2,21.17608335018737,108.16845183899484,18.412078633853447,2,185.80468623919725,13,5,2011,1,0,0,199.06217970930413,394.6961471746404,201.2166614458851,259.85433770771414,257.60545930145565,0,0
4,4,39.25592310364603,116.60207905062146,21.070692702073465,29,254.86021510316567,13,5,2011,1,0,0,185.80468623919725,199.06217970930413,394.6961471746404,213.24236035055597,260.375089776538,0,1
3,1,27.53488788615669,149.18178320421208,15.664936102745823,30,373.0367748474667,13,5,2011,1,0,0,254.86021510316567,185.80468623919725,199.06217970930413,271.2338920632768,268.11277741994326,0,0
3,4,40.5613922181077,173.03510907424442,4.300450441992908,0,342.9096771200434,13,5,2011,1,0,0,373.0367748474667,254.86021510316567,185.80468623919725,323.6022223568922,291.72828003230296,0,1
2,1,42.13407647044179,169.51835856536638,5.503599646752761,45,279.68833653515344,13,5,2011,1,0,0,326.72176884939813,274.41877272189447,280.9541559332488,293.6096260354823,312.9549143345342,1,0
1,4,27.86314689452366,168.24407278096285,20.717277295915626,42,219.55440754746,13,5,2011,1,0,0,300.84927549184715,279.68833653515344,326.72176884939813,266.6973398581538,280.36445284650034,1,1
1,2,42.0941987389425,177.71868854133183,8.776759083784315,42,346.5345654385568,13,5,2011,1,0,0,239.0308486222156,219.55440754746,300.84927549184715,268.37327386941104,285.3965337474385,0,0
3,1,25.434206162304584,118.4498381345707,31.92241867592769,37,331.183683066163,13,5,2011,1,1,0,336.3828369658685,346.5345654385568,239.0308486222156,338.033695156863,295.58926952201847,0,0
4,3,20.305308268813206,124.81746668558723,6.234586864034636,43,172.60634893431506,13,5,2011,1,1,0,277.1713543412543,331.183683066163,336.3828369658685,260.32046211391105,283.81827289472886,0,0
2,2,22.704989315271675,175.86074050062643,3.6986535202334254,49,284.1414719878153,13,5,2011,1,1,0,323.5430908419066,172.60634893431506,277.1713543412543,260.09697058801254,287.5047976895537,1,0
3,2,22.66873378898221,142.68605593515554,27.553819286161986,13,246.69973549332616,13,5,2011,1,1,0,284.1414719878153,323.5430908419066,172.60634893431506,284.79476610768296,272.55761411079675,1,0
3,4,28.976376751811863,127.16513777751857,18.98066755408168,22,164.4152327845032,14,5,2011,0,0,0,316.684825526506,214.4124573403612,382.32746328657663,231.8375052171237,257.9473115012716,0,0
4,2,15.66199939616621,166.502550701396,11.696094236472444,36,378.5439146758754,14,5,2011,0,0,0,218.6315818030508,192.64639407522984,315.73567880379176,263.2739635180523,265.2855909519424,0,0
1,3,33.413568338327686,106.07920735047556,6.203473235051805,41,292.1778877540642,14,5,2011,0,0,0,378.5439146758754,218.6315818030508,192.64639407522984,296.4511280776637,276.6154640956418,0,0
3,1,41.40961777337866,103.98431177078407,13.408430684804106,40,418.9508920384949,14,5,2011,0,1,0,292.1778877540642,378.5439146758754,218.6315818030508,363.2242314894784,302.7810581917512,0,0
1,2,37.08872224808966,118.63832565295904,10.437784341680684,21,349.3961578471291,14,5,2011,0,1,0,242.315229876808,316.3490387478212,242.3620996441679,302.6868088239197,306.8302639315501,1,0
4,3,44.4963080950886,166.0722004892459,12.284643306629205,42,387.5059955987882,14,5,2011,0,1,0,376.9601479793522,281.92969002113466,265.018128437868,348.7986111997587,317.18755829351335,0,0
3,1,19.991720280289925,171.619008545726,23.60281444164168,22,186.9673671689521,15,5,2011,0,0,0,199.7305506325583,234.9837903462149,387.5059955987882,207.22723604924207,278.01292362450005,0,0
4,1,22.644442643004865,170.28283383069413,29.085427706211263,38,317.1808228078952,15,5,2011,0,0,0,186.9673671689521,199.7305506325583,234.9837903462149,234.6262468698022,283.8881124222935,0,0
2,2,41.836224366559634,108.32000929309886,16.850941854999533,44,243.3977301122837,15,5,2011,0,0,0,418.3426501890242,306.6166202714862,272.1493729947345,322.7856668575983,295.91922240751745,0,0
3,2,19.29391092788289,113.8208382933543,22.88635845085858,31,370.4083937523469,15,5,2011,0,0,0,243.3977301122837,418.3426501890242,306.6166202714862,344.04959135121857,304.7904842315928,1,0
2,2,40.029357030978375,152.96780774782258,28.50177694125144,13,270.97688933825395,15,5,2011,0,0,0,370.4083937523469,243.3977301122837,418.3426501890242,294.92767106762847,313.6486094430216,1,0
4,4,30.68445496513597,170.25081557494664,20.68427472808036,15,259.05170931659256,15,5,2011,0,0,0,270.97688933825395,370.4083937523469,243.3977301122837,300.1456641357314,311.4656654966646,1,0
3,2,24.603920494158302,93.36553600146118,27.66907653047169,16,300.5081253113095,15,5,2011,0,1,0,247.939438101612,215.70307605444404,259.05170931659256,254.71687982245544,277.4312719790932,0,0
2,1,24.28606800125869,149.77393191977447,26.491521759333786,11,163.93247376554547,15,5,2011,0,1,0,175.4855562995389,300.5081253113095,247.939438101612,213.30871845879824,227.1033964748404,0,0
2,2,12.418598865505388,184.0101377931344,4.407387799824858,8,241.55243593223983,15,5,2011,0,1,0,163.93247376554547,175.4855562995389,300.5081253113095,193.6568219991083,224.1868509107816,0,0
2,3,26.08245244771124,116.8026442328528,4.742201062798597,20,384.311799767698,15,5,2011,0,1,0,324.9212935427858,197.0246526773756,116.06625422206376,302.0859153292867,237.96815165128476,1,0
1,2,35.956692332291894,130.22097206301535,28.532216250029,41,310.1666822999538,15,5,2011,0,1,0,384.311799767698,324.9212935427858,197.0246526773756,339.79992520347946,262.3405197403528,1,0
3,3,22.740267444551776,99.11149903070547,7.709029945619578,31,229.4782848392598,15,5,2011,0,1,0,310.1666822999538,384.311799767698,324.9212935427858,307.9855889689708,260.3281612248561,0,0
2,2,35.30001749811179,153.07001798433464,15.831113820948786,17,254.6714190867746,16,5,2011,1,0,0,186.1503385644033,174.91366452388144,229.4782848392598,205.2451407250201,256.6153648469952,0,0
2,3,25.067353334362657,135.6730898495212,14.036221717117012,39,371.4474337951683,16,5,2011,1,0,0,360.6757751467678,412.6956123602075,254.6714190867746,381.6062737673815,293.4257072462005,0,0
4,3,15.062578908455258,173.0930369248103,27.521663432108667,36,379.6935382465518,16,5,2011,1,0,0,371.4474337951683,360.6757751467678,412.6956123602075,370.6055823961629,327.5556861999789,0,0
2,3,28.530305620136097,144.5415368125653,2.0655530347891378,5,243.96352237597264,16,5,2011,1,0,0,379.6935382465518,371.4474337951683,360.6757751467678,331.7014981392312,337.1912168352405,0,0
1,4,27.09670922864523,158.4092212747572,2.7719198057300063,8,150.39616439551037,16,5,2011,1,0,0,170.14015437430254,243.96352237597264,379.6935382465518,188.1666137152621,279.38609805571224,1,1
1,2,36.13928779411926,105.49669561908884,3.801065751177126,8,281.7449385779977,16,5,2011,1,0,0,150.39616439551037,170.14015437430254,243.96352237597264,200.76041911593717,266.2309586275839,1,0
1,3,36.41167710615846,109.90316085883606,15.957555165883049,39,333.1667111884008,16,5,2011,1,1,0,270.1130797353968,287.2273523679718,336.1401457665777,296.8357144305901,276.4647320053092,0,0
3,3,33.6788509154368,133.8226442802099,13.218532035377802,22,317.69479494490133,16,5,2011,1,1,0,333.1667111884008,270.1130797353968,287.2273523679718,306.9915286228999,304.34783709687434,0,0
2,4,28.88523102592956,110.68182991633375,21.53774156397039,49,318.7811971914041,16,5,2011,1,1,0,368.26488497002777,330.6931224771188,317.69479494490133,339.2464015461838,323.1189650845416,0,1
2,3,27.181170966832617,120.73223979162,24.57986327357629,46,351.5120053285091,16,5,2011,1,1,0,318.7811971914041,368.26488497002777,330.6931224771188,346.1860291633139,336.68545268339363,1,0
